window,contract_number,build_id,build_label,samples,wins,win_rate,avg_damage,damage_variance,avg_dps,dps_variance,avg_required_dps,avg_required_dps_gap,avg_damage_gap,avg_blocked_damage,avg_absorbed_damage,avg_crit_negated_damage,avg_dodges,avg_cleanses,avg_interrupts,avg_stun_seconds
generated_duration,17,blade_dancer,Blade Dancer,80,0,0.0,1115.8,265351.035,25.2131,94.3599,4591.702,-4566.4889,-89100.95,169.7281,0.0,79.1532,0.0,5.0625,0.0,0.0
fixed_30s,17,shadow,Shadow,80,0,0.0,748.8,28039.985,24.96,31.1555,4591.702,-4566.742,-89467.95,62.9907,41.3741,29.3474,0.0,1.925,0.0,0.0
generated_duration,17,shadow,Shadow,80,0,0.0,1123.875,156804.3844,25.4791,39.139,4591.702,-4566.2229,-89092.875,95.5768,62.5641,46.2005,0.0,2.825,0.0,0.0
fixed_30s,17,thief,Thief,80,0,0.0,707.3125,158553.3898,23.5771,176.1704,4591.702,-4568.1249,-89509.4375,73.3605,0.0,34.4883,0.0,1.7125,2.0,0.0
generated_duration,17,thief,Thief,80,0,0.0,1067.9,440182.465,24.1164,179.8762,4591.702,-4567.5856,-89148.85,113.6856,0.0,48.4248,0.0,2.5125,2.6875,0.0
fixed_30s,18,assassin,Assassin,80,0,0.0,790.6,49177.84,26.3533,54.642,5584.0159,-5557.6626,-109542.1125,31.713,64.5935,15.7014,0.0,1.575,0.8,0.0
generated_duration,18,assassin,Assassin,80,0,0.0,1143.375,226802.3844,25.7683,63.2852,5584.0159,-5558.2476,-109189.3375,53.7921,89.489,23.7886,0.0,2.3875,1.3875,0.0
fixed_30s,18,blade_dancer,Blade Dancer,80,0,0.0,717.325,84409.1694,23.9108,93.788,5584.0159,-5560.1051,-109615.3875,92.6124,0.0,39.5357,0.0,4.3,0.0,0.0
generated_duration,18,blade_dancer,Blade Dancer,80,0,0.0,1079.0375,201087.5611,24.8414,87.605,5584.0159,-5559.1745,-109253.675,151.8146,0.0,67.1611,0.0,6.2125,0.0,0.0
fixed_30s,18,shadow,Shadow,80,0,0.0,745.4125,26787.2673,24.8471,29.7636,5584.0159,-5559.1689,-109587.3,53.3907,36.9102,22.2118,0.0,2.3875,0.0,0.0
generated_duration,18,shadow,Shadow,80,0,0.0,1104.8625,103749.6186,25.3559,31.217,5584.0159,-5558.66,-109227.85,85.607,51.441,44.0535,0.0,3.6,0.0,0.0
fixed_30s,18,thief,Thief,80,0,0.0,739.45,161490.1475,24.6483,179.4335,5584.0159,-5559.3676,-109593.2625,61.7667,0.0,28.7702,0.0,2.2,2.125,0.0
generated_duration,18,thief,Thief,80,0,0.0,1066.1375,370594.9186,24.7115,176.13,5584.0159,-5559.3044,-109266.575,100.7655,0.0,41.5509,0.0,3.3125,3.0625,0.0
fixed_30s,19,assassin,Assassin,80,0,0.0,810.575,57785.3944,27.0192,64.206,6571.3644,-6544.3452,-130343.25,40.539,53.675,16.4911,0.0,1.5125,0.9375,0.0
generated_duration,19,assassin,Assassin,80,0,0.0,1210.9375,199691.9086,27.0515,64.3748,6571.3644,-6544.3129,-129942.8875,62.5895,76.9875,25.9631,0.0,2.425,1.65,0.0
fixed_30s,19,blade_dancer,Blade Dancer,80,0,0.0,663.5125,64083.6248,22.1171,71.204,6571.3644,-6549.2473,-130490.3125,115.3615,0.0,42.9237,0.0,4.275,0.0,0.0
generated_duration,19,blade_dancer,Blade Dancer,80,0,0.0,1032.725,192306.5494,23.1062,73.6692,6571.3644,-6548.2582,-130121.1,171.6656,0.0,59.2611,0.0,6.6,0.0,0.0
fixed_30s,19,shadow,Shadow,80,0,0.0,724.5375,23868.4986,24.1512,26.5206,6571.3644,-6547.2131,-130429.2875,67.836,25.961,30.4307,0.0,2.4,0.0,0.0
generated_duration,19,shadow,Shadow,80,0,0.0,1109.4875,121219.3498,24.7506,32.0722,6571.3644,-6546.6137,-130044.3375,99.3716,37.1508,38.543,0.0,3.7875,0.0,0.0
fixed_30s,19,thief,Thief,80,0,0.0,671.975,158382.3494,22.3992,175.9804,6571.3644,-6548.9652,-130481.85,78.2834,0.0,32.5594,0.0,2.075,2.3875,0.0
generated_duration,19,thief,Thief,80,0,0.0,996.5375,388304.9986,22.4602,174.9528,6571.3644,-6548.9042,-130157.2875,116.3424,0.0,46.1767,0.0,3.2875,3.8,0.0
fixed_30s,20,assassin,Assassin,80,0,0.0,805.2875,56144.4298,26.8429,62.3827,7866.0687,-7839.2257,-152757.7625,38.2605,56.7,14.2934,0.0,1.4,0.9875,0.0
generated_duration,20,assassin,Assassin,80,0,0.0,1142.075,139700.4444,26.816,62.1832,7866.0687,-7839.2526,-152420.975,55.1983,81.3125,21.7905,0.0,2.2625,1.775,0.0
fixed_30s,20,blade_dancer,Blade Dancer,80,0,0.0,695.475,74699.8744,23.1825,82.9999,7866.0687,-7842.8862,-152867.575,112.9531,0.0,39.4789,0.0,4.1125,0.0,0.0
generated_duration,20,blade_dancer,Blade Dancer,80,0,0.0,1035.5,222323.0,23.8676,83.9337,7866.0687,-7842.201,-152527.55,151.947,0.0,51.9991,0.0,6.2875,0.0,0.0
fixed_30s,20,shadow,Shadow,80,0,0.0,730.575,24274.2194,24.3525,26.9714,7866.0687,-7841.7162,-152832.475,65.0127,29.3767,18.9022,0.0,2.3125,0.0,0.0
generated_duration,20,shadow,Shadow,80,0,0.0,1078.225,139651.9994,24.7284,32.6689,7866.0687,-7841.3402,-152484.825,87.5744,42.4417,38.4386,0.0,3.6,0.0,0.0
fixed_30s,20,thief,Thief,80,0,0.0,671.625,156496.6844,22.3875,173.8852,7866.0687,-7843.6812,-152891.425,74.4061,0.0,33.6644,0.0,1.975,2.525,0.0
generated_duration,20,thief,Thief,80,0,0.0,996.0125,395975.7873,23.024,179.6889,7866.0687,-7843.0447,-152567.0375,102.8043,0.0,41.7521,0.0,3.025,3.825,0.0
fixed_30s,21,assassin,Assassin,80,0,0.0,810.65,48666.1275,27.0217,54.0735,9747.2507,-9720.229,-193257.65,34.4024,49.8375,14.8142,0.0,1.5375,1.025,0.0
generated_duration,21,assassin,Assassin,80,0,0.0,1167.65,200522.6275,26.5557,57.9338,9747.2507,-9720.695,-192900.65,54.4464,70.475,27.7913,0.0,2.3875,1.6875,0.0
fixed_30s,21,blade_dancer,Blade Dancer,80,0,0.0,686.4875,75823.9248,22.8829,84.2488,9747.2507,-9724.3678,-193381.8125,99.2684,0.0,28.767,0.0,4.3,0.0,0.0
generated_duration,21,blade_dancer,Blade Dancer,80,0,0.0,1020.275,190764.7744,23.357,77.0306,9747.2507,-9723.8937,-193048.025,147.8419,0.0,58.3654,0.0,6.4375,0.0,0.0
fixed_30s,21,shadow,Shadow,80,0,0.0,735.425,22240.9694,24.5142,24.7122,9747.2507,-9722.7365,-193332.875,57.5156,30.7677,23.1235,0.0,2.425,0.0,0.0
generated_duration,21,shadow,Shadow,80,0,0.0,1107.1875,132735.9023,25.2327,32.9761,9747.2507,-9722.018,-192961.1125,86.0674,43.4379,39.1242,0.0,3.6875,0.0,0.0
fixed_30s,21,thief,Thief,80,0,0.0,679.6375,150506.1561,22.6546,167.2291,9747.2507,-9724.5961,-193388.6625,67.1238,0.0,28.5363,0.0,2.125,2.6125,0.0
generated_duration,21,thief,Thief,80,0,0.0,995.0375,383797.8861,22.8305,174.0357,9747.2507,-9724.4202,-193073.2625,101.5934,0.0,35.3982,0.0,3.2375,3.8875,0.0
fixed_30s,22,assassin,Assassin,80,0,0.0,831.925,54005.9444,27.7308,60.0066,11829.1279,-11801.3971,-228150.0125,41.1251,46.625,23.4787,0.0,1.25,1.3625,0.0
generated_duration,22,assassin,Assassin,80,0,0.0,1159.65,178967.9775,27.107,66.4223,11829.1279,-11802.0209,-227822.2875,61.818,66.0875,30.7461,0.0,1.9875,2.125,0.0
fixed_30s,22,blade_dancer,Blade Dancer,80,0,0.0,670.4875,72432.6998,22.3496,80.4808,11829.1279,-11806.7783,-228311.45,117.4642,0.0,38.4305,0.0,3.9875,0.0,0.0
generated_duration,22,blade_dancer,Blade Dancer,80,0,0.0,972.5625,211217.5961,22.5447,83.0775,11829.1279,-11806.5832,-228009.375,166.853,0.0,72.3372,0.0,5.75,0.0,0.0
fixed_30s,22,shadow,Shadow,80,0,0.0,739.5375,27959.2486,24.6512,31.0658,11829.1279,-11804.4767,-228242.4,69.2981,26.6386,29.4985,0.0,2.1875,0.0,0.0
generated_duration,22,shadow,Shadow,80,0,0.0,1066.6,98756.19,24.9115,30.4751,11829.1279,-11804.2165,-227915.3375,98.5944,38.3435,47.9422,0.0,3.35,0.0,0.0
fixed_30s,22,thief,Thief,80,0,0.0,607.9625,147297.3611,20.2654,163.6637,11829.1279,-11808.8625,-228373.975,79.3717,0.0,30.4863,0.0,1.625,3.3875,0.0
generated_duration,22,thief,Thief,80,0,0.0,865.9125,353431.7298,20.263,173.419,11829.1279,-11808.8649,-228116.025,115.0463,0.0,54.9996,0.0,2.475,4.9375,0.0
fixed_30s,23,assassin,Assassin,80,0,0.0,783.3625,56374.7561,26.1121,62.6386,14013.364,-13987.252,-290997.375,33.8554,57.1625,14.396,0.0,1.5625,1.1,0.0
generated_duration,23,assassin,Assassin,80,0,0.0,1193.1375,198575.7186,25.7005,65.292,14013.364,-13987.6636,-290587.6,58.5039,92.525,26.6442,0.0,2.4,1.9875,0.0
fixed_30s,23,blade_dancer,Blade Dancer,80,0,0.0,688.3625,77607.9311,22.9454,86.231,14013.364,-13990.4186,-291092.375,98.0335,0.0,33.6403,0.0,4.3125,0.0,0.0
generated_duration,23,blade_dancer,Blade Dancer,80,0,0.0,1090.45,276450.2975,23.1916,81.2755,14013.364,-13990.1725,-290690.2875,162.1286,0.0,66.6701,0.0,6.5625,0.0,0.0
fixed_30s,23,shadow,Shadow,80,0,0.0,734.45,25786.8225,24.4817,28.652,14013.364,-13988.8824,-291046.2875,56.4875,27.5681,25.6402,0.0,2.4375,0.0,0.0
generated_duration,23,shadow,Shadow,80,0,0.0,1172.9,132715.99,25.1912,29.8894,14013.364,-13988.1728,-290607.8375,92.8228,45.292,36.568,0.0,3.85,0.0,0.0
fixed_30s,23,thief,Thief,80,0,0.0,658.25,150490.5625,21.9417,167.2117,14013.364,-13991.4224,-291122.4875,65.8646,0.0,24.5355,0.0,2.0,2.9125,0.0
generated_duration,23,thief,Thief,80,0,0.0,1031.9875,461164.6373,22.05,175.418,14013.364,-13991.3141,-290748.75,108.0821,0.0,47.7529,0.0,3.2,4.475,0.0
fixed_30s,24,assassin,Assassin,80,0,0.0,832.575,57772.9194,27.7525,64.1921,16686.9946,-16659.2421,-325397.2875,43.1851,42.875,15.0832,0.0,1.45,0.875,0.0
generated_duration,24,assassin,Assassin,80,0,0.0,1180.3625,162379.5061,27.1337,69.1901,16686.9946,-16659.8609,-325049.5,60.6287,64.975,31.4348,0.0,2.375,1.525,0.0
fixed_30s,24,blade_dancer,Blade Dancer,80,0,0.0,677.825,78670.7194,22.5942,87.4119,16686.9946,-16664.4004,-325552.0375,123.9786,0.0,40.0439,0.0,3.975,0.0,0.0
generated_duration,24,blade_dancer,Blade Dancer,80,0,0.0,1047.4,247635.44,23.3281,79.507,16686.9946,-16663.6665,-325182.4625,166.4565,0.0,64.3185,0.0,6.325,0.0,0.0
fixed_30s,24,shadow,Shadow,80,0,0.0,712.1,24960.615,23.7367,27.734,16686.9946,-16663.2579,-325517.7625,71.8761,26.1251,32.5389,0.0,2.225,0.0,0.0
generated_duration,24,shadow,Shadow,80,0,0.0,1093.2375,149152.0561,24.4564,30.5688,16686.9946,-16662.5382,-325136.625,95.8498,39.1479,49.1788,0.0,3.525,0.0,0.0
fixed_30s,24,thief,Thief,80,0,0.0,651.45,146949.9225,21.715,163.2777,16686.9946,-16665.2796,-325578.4125,83.0638,0.0,36.3143,0.0,1.9375,2.2625,0.0
generated_duration,24,thief,Thief,80,0,0.0,1010.875,458472.7344,22.1774,172.9689,16686.9946,-16664.8172,-325218.9875,112.5226,0.0,48.5933,0.0,3.2125,3.4,0.0
fixed_30s,25,assassin,Assassin,80,0,0.0,817.075,47675.5694,27.2358,52.9729,19244.5548,-19217.319,-386747.1625,36.0968,59.8364,19.0151,0.0,1.3625,1.1625,0.0
generated_duration,25,assassin,Assassin,80,0,0.0,1185.3,228211.085,26.519,61.9148,19244.5548,-19218.0358,-386378.9375,60.4962,91.9236,23.7169,0.0,2.0625,1.8,0.0
fixed_30s,25,blade_dancer,Blade Dancer,80,0,0.0,715.5125,88979.1998,23.8504,98.8658,19244.5548,-19220.7044,-386848.725,104.6828,0.0,40.0972,0.0,3.9875,0.0,0.0
generated_duration,25,blade_dancer,Blade Dancer,80,0,0.0,1061.9,238316.39,23.8693,84.9396,19244.5548,-19220.6855,-386502.3375,165.4631,0.0,55.5003,0.0,5.8125,0.0,0.0
fixed_30s,25,shadow,Shadow,80,0,0.0,741.475,26993.6494,24.7158,29.9929,19244.5548,-19219.839,-386822.7625,60.2879,33.9983,25.4262,0.0,2.1875,0.0,0.0
generated_duration,25,shadow,Shadow,80,0,0.0,1135.35,145357.0025,25.5612,34.4872,19244.5548,-19218.9936,-386428.8875,96.4261,51.8066,41.1073,0.0,3.25,0.0,0.0
fixed_30s,25,thief,Thief,80,0,0.0,669.375,158004.3844,22.3125,175.5604,19244.5548,-19222.2423,-386894.8625,69.6795,0.0,28.3728,0.0,1.8,2.9125,0.0
generated_duration,25,thief,Thief,80,0,0.0,999.1375,434112.7436,22.3202,171.0769,19244.5548,-19222.2346,-386565.1,112.8036,0.0,42.632,0.0,2.7,3.9875,0.0
fixed_30s,26,assassin,Assassin,80,0,0.0,807.2125,53982.6923,26.9071,59.9808,23537.9566,-23511.0495,-466290.0875,43.1936,58.3854,18.0999,0.0,1.1875,1.4125,0.0
generated_duration,26,assassin,Assassin,80,0,0.0,1144.45,158494.1225,26.3032,64.3391,23537.9566,-23511.6534,-465952.85,63.8962,92.2255,23.2746,0.0,1.825,2.4625,0.0
fixed_30s,26,blade_dancer,Blade Dancer,80,0,0.0,674.25,85726.2375,22.475,95.2514,23537.9566,-23515.4816,-466423.05,129.1321,0.0,47.3198,0.0,3.6875,0.0,0.0
generated_duration,26,blade_dancer,Blade Dancer,80,0,0.0,1048.5,317217.8,23.2305,96.9339,23537.9566,-23514.7261,-466048.8,178.4616,0.0,58.7269,0.0,5.6,0.0,0.0
fixed_30s,26,shadow,Shadow,80,0,0.0,724.175,30472.7944,24.1392,33.8587,23537.9566,-23513.8174,-466373.125,72.7668,30.8197,31.9612,0.0,2.1,0.0,0.0
generated_duration,26,shadow,Shadow,80,0,0.0,1123.8,173365.135,25.1189,36.7374,23537.9566,-23512.8377,-465973.5,101.9912,48.087,40.699,0.0,3.2,0.0,0.0
fixed_30s,26,thief,Thief,80,0,0.0,598.0375,163443.3361,19.9346,181.6037,23537.9566,-23518.022,-466499.2625,85.0739,0.0,29.6006,0.0,1.45,3.5,0.0
generated_duration,26,thief,Thief,80,0,0.0,916.5875,475223.8673,20.3649,191.3023,23537.9566,-23517.5916,-466180.7125,119.3943,0.0,40.7472,0.0,2.2125,5.3375,0.0
fixed_30s,27,assassin,Assassin,80,0,0.0,850.625,60011.8844,28.3542,66.6799,28434.8282,-28406.474,-527826.7125,49.9587,49.0,21.1572,0.0,1.3375,0.925,0.0
generated_duration,27,assassin,Assassin,80,0,0.0,1204.0375,236262.8861,27.6411,73.1412,28434.8282,-28407.1871,-527473.3,80.0504,64.7375,35.2289,0.0,2.025,1.625,0.0
fixed_30s,27,blade_dancer,Blade Dancer,80,0,0.0,651.0125,69261.1623,21.7004,76.9568,28434.8282,-28413.1278,-528026.325,146.4281,0.0,49.7046,0.0,3.7375,0.0,0.0
generated_duration,27,blade_dancer,Blade Dancer,80,0,0.0,956.75,142571.9875,22.5136,76.3848,28434.8282,-28412.3146,-527720.5875,220.7024,0.0,94.1624,0.0,5.5625,0.0,0.0
fixed_30s,27,shadow,Shadow,80,0,0.0,704.5625,26457.5961,23.4854,29.3973,28434.8282,-28411.3428,-527972.775,83.8851,25.9675,37.8593,0.0,2.1125,0.0,0.0
generated_duration,27,shadow,Shadow,80,0,0.0,1030.225,88308.6994,24.0467,30.8015,28434.8282,-28410.7814,-527647.1125,127.3799,33.9203,60.9826,0.0,3.1375,0.0,0.0
fixed_30s,27,thief,Thief,80,0,0.0,618.675,146211.7944,20.6225,162.4575,28434.8282,-28414.2057,-528058.6625,98.0114,0.0,40.6082,0.0,1.8625,2.3,0.0
generated_duration,27,thief,Thief,80,0,0.0,882.0625,307447.1336,21.1343,174.0808,28434.8282,-28413.6939,-527795.275,149.8627,0.0,60.0861,0.0,2.7,3.4625,0.0
fixed_30s,28,assassin,Assassin,80,0,0.0,825.1125,54303.4998,27.5037,60.3372,32943.923,-32916.4192,-656117.1875,41.419,54.65,18.3848,0.0,1.3875,1.025,0.0
generated_duration,28,assassin,Assassin,80,0,0.0,1173.3875,168324.6123,26.8789,68.822,32943.923,-32917.0441,-655768.9125,59.2963,87.0125,34.7033,0.0,2.1875,1.8125,0.0
fixed_30s,28,blade_dancer,Blade Dancer,80,0,0.0,678.825,73542.5194,22.6275,81.7139,32943.923,-32921.2955,-656263.475,119.0114,0.0,44.9664,0.0,3.975,0.0,0.0
generated_duration,28,blade_dancer,Blade Dancer,80,0,0.0,1039.15,240232.5775,23.0827,75.6532,32943.923,-32920.8403,-655903.15,162.1781,0.0,65.0974,0.0,5.9375,0.0,0.0
fixed_30s,28,shadow,Shadow,80,0,0.0,729.55,26470.5725,24.3183,29.4117,32943.923,-32919.6047,-656212.75,69.5226,28.8844,26.7924,0.0,2.175,0.0,0.0
generated_duration,28,shadow,Shadow,80,0,0.0,1119.5125,143021.1498,25.0148,32.0585,32943.923,-32918.9082,-655822.7875,93.9722,44.5104,55.2719,0.0,3.425,0.0,0.0
fixed_30s,28,thief,Thief,80,0,0.0,642.525,153950.3244,21.4175,171.0559,32943.923,-32922.5055,-656299.775,80.527,0.0,36.2993,0.0,1.8625,2.6375,0.0
generated_duration,28,thief,Thief,80,0,0.0,983.275,430776.4744,21.7852,174.4406,32943.923,-32922.1378,-655959.025,111.1382,0.0,44.8506,0.0,2.8375,4.0375,0.0
fixed_30s,29,assassin,Assassin,80,0,0.0,819.225,62735.5244,27.3075,69.7061,38122.4575,-38095.15,-731036.9625,45.8023,48.5739,17.1813,0.0,1.575,0.8875,0.0
generated_duration,29,assassin,Assassin,80,0,0.0,1189.3375,227008.0986,27.4731,71.4566,38122.4575,-38094.9844,-730666.85,69.6433,70.5738,32.7591,0.0,2.275,1.5375,0.0
fixed_30s,29,blade_dancer,Blade Dancer,80,0,0.0,671.8875,73720.6748,22.3962,81.9119,38122.4575,-38100.0613,-731184.3,131.5753,0.0,52.4229,0.0,4.2,0.0,0.0
generated_duration,29,blade_dancer,Blade Dancer,80,0,0.0,984.3375,197627.3986,22.5654,69.326,38122.4575,-38099.8921,-730871.85,191.7909,0.0,67.6619,0.0,6.15,0.0,0.0
fixed_30s,29,shadow,Shadow,80,0,0.0,721.625,26739.4344,24.0542,29.7105,38122.4575,-38098.4034,-731134.5625,77.0017,24.5976,30.3372,0.0,2.3375,0.0,0.0
generated_duration,29,shadow,Shadow,80,0,0.0,1057.6875,126188.1148,24.2986,29.2872,38122.4575,-38098.1589,-730798.5,111.5144,35.5647,44.1371,0.0,3.5375,0.0,0.0
fixed_30s,29,thief,Thief,80,0,0.0,670.025,158145.3994,22.3342,175.7171,38122.4575,-38100.1234,-731186.1625,89.0392,0.0,32.8519,0.0,2.1125,2.2125,0.0
generated_duration,29,thief,Thief,80,0,0.0,952.475,367960.0744,22.2417,174.9838,38122.4575,-38100.2159,-730903.7125,130.8142,0.0,45.7042,0.0,3.0,3.45,0.0
fixed_30s,30,assassin,Assassin,80,0,0.0,806.8375,54767.9611,26.8946,60.8533,44587.7688,-44560.8742,-889642.5625,38.0828,76.4625,13.5125,0.0,1.15,0.975,0.0
generated_duration,30,assassin,Assassin,80,0,0.0,1163.4125,169098.2173,26.5024,66.6246,44587.7688,-44561.2664,-889285.9875,57.0124,112.8875,27.3193,0.0,1.8375,1.65,0.0
fixed_30s,30,blade_dancer,Blade Dancer,80,0,0.0,717.0875,85058.1298,23.9029,94.509,44587.7688,-44563.8659,-889732.3125,109.4997,0.0,47.6945,0.0,3.4,0.0,0.0
generated_duration,30,blade_dancer,Blade Dancer,80,0,0.0,1094.7125,279399.1548,24.5592,99.7832,44587.7688,-44563.2096,-889354.6875,155.9067,0.0,64.0729,0.0,5.2875,0.0,0.0
fixed_30s,30,shadow,Shadow,80,0,0.0,744.375,27122.0344,24.8125,30.1356,44587.7688,-44562.9563,-889705.025,64.1438,40.1472,18.2731,0.0,1.9125,0.0,0.0
generated_duration,30,shadow,Shadow,80,0,0.0,1143.375,167169.8594,25.635,38.5803,44587.7688,-44562.1337,-889306.025,90.7156,59.4019,39.4024,0.0,3.0,0.0,0.0
fixed_30s,30,thief,Thief,80,0,0.0,679.9875,160924.4623,22.6663,178.805,44587.7688,-44565.1025,-889769.4125,73.7209,0.0,26.8867,0.0,1.4875,2.5,0.0
generated_duration,30,thief,Thief,80,0,0.0,1025.525,458299.2744,22.8961,188.866,44587.7688,-44564.8727,-889423.875,105.738,0.0,45.2836,0.0,2.3625,3.8375,0.0
